source_file,original_section,topic_file,topic_title
Interview_Topics_and_Technical_Prep.md,8. AI / LLM / GenAI Integration,06_GenAI_LLMs_Prompting_Agents_RAG_and_Evaluation.md,"GenAI, LLMs, Prompting, Agents, RAG & Evaluation"
Interview_Topics_and_Technical_Prep.md,9. Testing With Pytest,10_Testing_QA_Security_Observability_and_Reliability.md,"Testing, QA, Security, Observability & Reliability"
Interview_Topics_and_Technical_Prep.md,10. Docker & Containerization,09_Cloud_DevOps_Docker_Kubernetes_CICD.md,"Cloud, DevOps, Docker, Kubernetes & CI/CD"
Interview_Topics_and_Technical_Prep.md,11. Kubernetes & Deployment Basics,09_Cloud_DevOps_Docker_Kubernetes_CICD.md,"Cloud, DevOps, Docker, Kubernetes & CI/CD"
Interview_Topics_and_Technical_Prep.md,12. CI/CD,09_Cloud_DevOps_Docker_Kubernetes_CICD.md,"Cloud, DevOps, Docker, Kubernetes & CI/CD"
Interview_Topics_and_Technical_Prep.md,13. Cloud Platforms,09_Cloud_DevOps_Docker_Kubernetes_CICD.md,"Cloud, DevOps, Docker, Kubernetes & CI/CD"
Interview_Topics_and_Technical_Prep.md,"14. Monitoring, Logging & Production Support",10_Testing_QA_Security_Observability_and_Reliability.md,"Testing, QA, Security, Observability & Reliability"
Interview_Topics_and_Technical_Prep.md,15. Full-Stack / Product Engineering,11_Frontend_React_TypeScript_and_Product_Engineering.md,"Frontend, React, TypeScript & Product Engineering"
Interview_Topics_and_Technical_Prep.md,16. Code Reviews & Architecture Discussions,05_System_Design_Microservices_and_Distributed_Systems.md,"System Design, Microservices & Distributed Systems"
Interview_Topics_and_Technical_Prep.md,17. E-Commerce / Logistics / Fintech Domain Topics,05_System_Design_Microservices_and_Distributed_Systems.md,"System Design, Microservices & Distributed Systems"
Interview_Topics_and_Technical_Prep.md,18. Questions to Ask the Interviewer,12_Questions_to_Ask_and_Revision_Cheat_Sheets.md,Questions to Ask Interviewers & Revision Cheat Sheets
Interview_Topics_and_Technical_Prep.md,19. Quick Revision Checklist,12_Questions_to_Ask_and_Revision_Cheat_Sheets.md,Questions to Ask Interviewers & Revision Cheat Sheets
